location,total_sqft,bath,price,rooms
Phase 1 Kammasandra,1105,2.0,28.18,2.0
Banashankari,1800,3.0,175.0,3.0
Jalahalli East,1010,2.0,52.0,2.0
Electronic City,630,1.0,46.0,1.0
Anekal,1200,2.0,36.1,2.0
Kaval Byrasandra,1025,2.0,60.0,2.0
Hennur Road,1195,2.0,59.0,2.0
Whitefield,1012,2.0,58.0,2.0
Hegde Nagar,1884,4.0,118.0,3.0
Sarjapura - Attibele Road,1090,2.0,37.0,2.0
Kathriguppe,1300,3.0,77.99,3.0
Amblipura,2950,4.0,250.0,4.0
Harlur,1710,3.0,85.0,3.0
Uttarahalli,1500,3.0,68.0,3.0
Kodichikkanahalli,1310,2.0,53.0,3.0
Dommasandra,674,1.0,19.9,2.0
Hoodi,1350,3.0,70.0,3.0
Hennur Gardens,1464,2.0,115.0,3.0
Marsur,715,2.0,29.0,3.0
Electronic City,1400,2.0,40.45,3.0
Electronic City Phase II,1625,2.0,48.75,3.0
Electronic City,1065,2.0,30.76,2.0
Kumaraswami Layout,510,4.0,70.0,6.0
HMT Layout,1385,3.0,90.0,3.0
CV Raman Nagar,1040,2.0,50.0,2.0
Haralur Road,1817,3.0,110.0,3.0
Volagerekallahalli,1205,2.0,47.0,2.0
Volagerekallahalli,1070,2.0,33.43,2.0
Kodathi,1070,2.0,52.0,2.0
Amruthahalli,1340,2.0,75.0,2.0
Kalena Agrahara,980,2.0,35.0,2.0
8th Phase JP Nagar,1006,2.0,44.0,2.0
Thanisandra,1098,2.0,71.0,2.0
Mico Layout,1200,2.0,53.5,2.0
Thigalarapalya,4190,4.0,325.0,4.0
Sarjapur  Road,1019,2.0,62.0,2.0
Whitefield,1150,2.0,40.21,2.0
Anekal,1733.5,3.0,120.0,3.0
Yeshwanthpur Industrial Suburb,1415,2.0,120.0,2.0
"Electronic city Phase 1, ",1750,3.0,58.0,3.0
Raja Rajeshwari Nagara,1537,3.0,81.0,3.0
Chennappa Layout,1050,2.0,45.0,2.0
Kanakpura Road,1452,3.0,55.6,3.0
Domlur,1246,2.0,95.0,2.0
Yelahanka,1890,4.0,85.0,3.0
Electronic City Phase II,972,2.0,40.0,2.0
5th Block Jayanagar,10624,4.0,2340.0,4.0
Brookefield,1500,5.0,160.0,4.0
Electronic City,630,1.0,33.7,1.0
Kothanur,1050,5.0,80.0,8.0
Shingapura,1255,2.0,60.0,3.0
Ramamurthy Nagar,1900,4.0,185.0,4.0
Doddaballapur,2440,3.0,142.0,3.0
Kanakpura Road,1938,3.0,92.69,3.0
Bannerghatta Road,1711,3.0,125.0,3.0
Nagarbhavi,1200,4.0,240.0,5.0
CV Raman Nagar,1392,2.0,95.0,2.0
Haralur Road,1225,2.0,77.0,2.0
Sarjapur  Road,3418,3.0,235.0,4.0
Green Glen Layout,1750,3.0,120.0,3.0
Subramanyapura,1260,2.0,80.0,3.0
Sarjapur  Road,691,1.0,31.1,1.0
BTM 2nd Stage,2400,3.0,400.0,4.0
Haralur Road,1285,2.0,78.0,2.0
Hebbal,1590,3.0,96.0,3.0
9th Phase JP Nagar,1571,3.0,65.0,3.0
Hebbal Kempapura,2800,5.0,220.0,5.0
Garudachar Palya,1060,2.0,48.66,2.0
Hennur,1255,2.0,58.0,2.0
Govindapura,702,4.0,65.0,4.0
Lal Bahadur Shastri Nagar,2400,2.0,185.0,3.0
Bannerghatta Road,1520,2.0,81.0,3.0
Kanakpura Road,1430 - 1630,,70.99,3.0
Gollahalli,1170,2.0,45.51,2.0
OMBR Layout,1580,3.0,75.0,3.0
Ardendale,1777.26,3.0,89.0,3.0
Raja Rajeshwari Nagar,1303,2.0,55.78,2.0
Kodichikkanahalli,1680,2.0,59.0,2.0
Whitefield,1495,2.0,70.0,3.0
Yelahanka,1835,3.0,108.0,3.0
Banjara Layout,610,3.0,60.0,3.0
Nagawara Junction,1080,2.0,38.0,2.0
Electronic City,1025,2.0,29.61,2.0
Haralur Road,1225,2.0,67.48,2.0
Balagere,656,1.0,34.77,1.0
Sarjapur  Road,994,2.0,45.0,2.0
Thirupalya,1025,2.0,65.0,2.0
Marathahalli,1156,2.0,52.0,2.0
JP Nagar,1250,2.0,60.0,2.0
Kundalahalli,3092,4.0,230.0,4.0
Hegde Nagar,1930,4.0,122.0,3.0
New Thippasandra,1020,2.0,70.0,2.0
Kumaraswami Layout,1310,2.0,70.0,3.0
Jalahalli,610 - 615,1.0,27.565,1.0
Kanakpura Road,1322,2.0,70.0,2.0
Kothanur,1160,2.0,57.0,2.0
5th Block Hbr Layout,1100,2.0,48.0,2.0
Lakshminarayana Pura,1720,3.0,150.0,3.0
Hosur Road,1689,3.0,103.0,3.0
Chikkalasandra,1090,2.0,47.42,2.0
KR Puram,2000,2.0,75.0,2.0
Venugopal Reddy Layout,1155,2.0,69.0,2.0
Vishveshwarya Layout,4000,6.0,230.0,6.0
Sarjapur  Road,3913,5.0,176.0,4.0
Hebbal,3520,5.0,320.0,3.0
JP Nagar,1125,2.0,39.98,2.0
Yelahanka,1847,3.0,92.0,3.0
7th Phase JP Nagar,1515,2.0,76.0,3.0
Raja Rajeshwari Nagar,3450,7.0,225.0,8.0
Yelahanka,2500,3.0,120.0,5.0
Sarjapur  Road,1130,2.0,55.0,2.0
Bellandur,1049,2.0,51.0,2.0
Amruthahalli,2650,4.0,175.0,3.0
Varthur Road,850,2.0,25.4,2.0
Badavala Nagar,1842,3.0,115.0,3.0
Govindaraja Nagar Ward,2600,5.0,370.0,5.0
Jakkur,1282,2.0,72.0,2.0
Kalena Agrahara,800,2.0,40.0,2.0
Gidada Konnenahalli,1200,4.0,240.0,4.0
Chandapura,1190,2.0,30.35,3.0
Magadi Road,1318,2.0,68.0,3.0
Kanakpura Road,1698,2.0,105.0,2.0
Jayanagar,2030,2.0,182.0,3.0
Kammasandra,1276,2.0,31.9,3.0
Shikaripalya,1555,2.0,67.0,3.0
Sarjapur  Road,1881,3.0,145.0,3.0
frazertown,2900,3.0,325.0,3.0
Yelahanka,1890,3.0,109.0,3.0
M V Extenstion,900,5.0,135.0,5.0
Old Madras Road,935,2.0,32.0,2.0
Cox Town,1000,2.0,58.0,2.0
Singasandra,1510,3.0,75.0,3.0
Uttarahalli,1120,2.0,50.0,2.0
Ananth Nagar,930,2.0,25.99,2.0
Electronic City,1160,2.0,42.0,3.0
Raja Rajeshwari Nagar,1419,2.0,48.1,2.0
Talaghattapura,1175,2.0,62.0,2.0
Bellandur,1350,2.0,63.0,3.0
Malleshwaram,2215,3.0,330.0,3.0
Attibele,996,2.0,24.9,2.0
Anjanapura,1076,2.0,30.13,2.0
Off Bannergatta road,2180,4.0,115.0,4.0
Kasavanhalli,1715,3.0,112.0,3.0
Hebbal,1072,2.0,45.0,2.0
Panathur,1230,2.0,80.0,2.0
Murugeshpalya,1600,2.0,65.0,3.0
Thanisandra,1411,3.0,93.25,3.0
Rayasandra,3600,5.0,145.0,5.0
Jalahalli,2404,3.0,138.0,3.0
Sahakara Nagar,1200,4.0,190.0,4.0
Nagarbhavi,1200,3.0,226.0,3.0
Doddathoguru,1208,3.0,45.0,3.0
Yeshwanthpur,1700,5.0,300.0,5.0
Haralur Road,1225,2.0,69.84,2.0
Hebbal,1162,2.0,69.0,2.0
Thanisandra,1262,2.0,65.0,3.0
Konanakunte Cross,1050,2.0,35.0,2.0
Electronic City Phase II,1160,2.0,33.51,2.0
Channasandra,1500,3.0,61.95,3.0
Vaderahalli,1610,3.0,85.0,3.0
Whitefield,1340,2.0,41.0,2.0
Sarjapur  Road,2275,4.0,182.0,3.0
Budigere,1162,2.0,58.0,2.0
Manorayana Palya,1500,2.0,145.0,2.0
Hiremath Layout,3150,3.0,135.0,4.0
Hosa Road,1170,2.0,65.0,2.0
Sarjapur  Road,980,2.0,25.0,2.0
Channasandra,1800,3.0,60.0,3.0
Banashankari Stage VI,1423,2.0,71.73,3.0
Kaggadasapura,1106,2.0,40.0,2.0
Kereguddadahalli,1105,2.0,27.6,2.0
Cunningham Road,7500,6.0,1800.0,4.0
Tirumanahalli,1255,2.0,56.7,2.0
Sarjapur  Road,1525,2.0,65.0,3.0
Babusapalaya,1061,2.0,38.95,2.0
Hoskote near,600,2.0,29.5,2.0
Electronic City Phase II,1400,2.0,40.45,3.0
Domlur,2100,3.0,145.0,3.0
Electronic City,660,1.0,16.5,2.0
Kengeri,633,1.0,18.0,2.0
Indira Nagar,1260,2.0,120.0,2.0
ITPL,854 - 960,2.0,55.43,2.0
Hennur Road,2047,3.0,67.55,3.0
"Haralur Road, ",2597,4.0,189.0,4.0
Bellandur,1211,2.0,63.0,2.0
Hennur Road,1904,3.0,129.0,3.0
Balagere,1205,2.0,73.87,2.0
Yeshwanthpur,1164,2.0,64.08,2.0
Mahaganapathy Nagar,1410,2.0,73.0,2.0
Green View Layout,1150,2.0,42.0,2.0
Udayapur Village,1170,2.0,53.11,2.0
Hennur,1420,2.0,62.0,2.0
Panathur,1125,2.0,45.0,2.0
NRI Layout,1789,3.0,75.0,3.0
Hulimavu,1021,2.0,76.0,2.0
Ananth Nagar,1074,2.0,26.85,2.0
Kalena Agrahara,1222,2.0,48.0,2.0
Hennur Road,1981,3.0,134.0,3.0
Yelachenahalli,1103,2.0,55.0,2.0
Adugodi,1201,2.0,65.0,2.0
Sarjapur  Road,970,2.0,36.0,2.0
Sarjapur,920,2.0,33.0,2.0
Yeshwanthpur,1520,3.0,85.0,3.0
Chikkathoguru,675,3.0,75.0,3.0
Sonnenahalli,1268,2.0,75.0,3.0
Thippasandra,660,1.0,30.0,1.0
Harlur,1755,3.0,115.0,3.0
Hoskote,945,2.0,35.0,2.0
8th Phase JP Nagar,500,1.0,33.0,1.0
Harlur,2650 - 2990,4.0,153.5,4.0
Bommenahalli,1632,3.0,140.0,4.0
Rachenahalli,1167,2.0,37.5,2.0
Domlur,1276,2.0,80.0,2.0
Thanisandra,1234,2.0,51.0,2.0
Lakshminarayana Pura,1180,2.0,75.0,2.0
ISRO Layout,1370,2.0,87.0,3.0
Chandapura,1015,2.0,25.88,2.0
RK Colony,1200,9.0,230.0,9.0
Electronic City,1400,3.0,90.0,3.0
Whitefield,1500,6.0,155.0,5.0
Bagalakunte,1050,2.0,40.0,2.0
Ramagondanahalli,1251,2.0,46.0,2.0
Yeshwanthpur,1677,3.0,92.13,3.0
Sarjapur  Road,1346,2.0,67.38,2.0
Electronic City Phase II,1090,2.0,31.48,2.0
2nd Stage Nagarbhavi,1200,4.0,240.0,5.0
Kanakapura,1290,2.0,51.1,3.0
Rajaji Nagar,7514,7.0,1500.0,5.0
Sarjapur  Road,1881,3.0,145.0,3.0
Garudachar Palya,1150,2.0,52.0,2.0
2 Bedroom Furnished Farm House in Kolar Road,1.25Acres,2.0,200.0,2.0
Sarjapur,2690,3.0,295.0,3.0
Kanakpura Road,1200,2.0,42.0,3.0
Rajapura,86.72Sq. Meter,2.0,40.0,2.0
Dairy Circle,2735,4.0,340.0,3.0
Austin Town,950,2.0,65.0,2.0
Bommasandra Industrial Area,1491,3.0,40.5,3.0
Ramamurthy Nagar,1050,2.0,51.66,2.0
Hoodi,1660,3.0,131.0,3.0
Nagavarapalya,1134,2.0,55.0,2.0
Hebbal,1100,2.0,60.0,2.0
Magadi Road,800,4.0,60.0,4.0
Anekal,1200,2.0,36.1,2.0
Nagarbhavi,1200,4.0,240.0,4.0
kg halli jalhalli west,980,3.0,80.0,3.0
Vasatha Vallbha Nagar,1080,2.0,37.8,2.0
CV Raman Nagar,705,2.0,50.0,1.0
BAGUR ROAD,1200,2.0,35.0,3.0
Anandapura,1200,2.0,50.0,2.0
Talaghattapura,1804,3.0,127.0,3.0
Sidedahalli,750,2.0,20.0,2.0
Shanti Nagar,420,1.0,25.0,2.0
Malleshwaram,2800,4.0,252.0,4.0
Battarahalli,1090,2.0,38.37,2.0
R.T. Nagar,1500,2.0,230.0,2.0
Electronic City,1287,3.0,55.0,3.0
Thigalarapalya,2215,4.0,157.0,3.0
Kadubeesanahalli,2800,4.0,375.0,4.0
Sarjapur  Road,1045,2.0,42.15,2.0
Hormavu,1263,2.0,47.36,2.0
Whitefield,1431,3.0,85.0,3.0
Dommasandra,999,2.0,32.9,2.0
Vittasandra,1650,3.0,85.5,3.0
Lavakusha Nagar,1535,3.0,72.0,3.0
Marathahalli,2524,5.0,180.0,4.0
Kanakpura Road,1300,3.0,69.0,3.0
1st Block HRBR Layout,600,3.0,125.0,3.0
7th Phase JP Nagar,2095,3.0,150.0,3.0
Yelahanka New Town,284,1.0,8.0,1.0
Ananth Nagar,500,1.0,14.0,1.0
Nallurhalli,1265,2.0,68.0,2.0
Kudlu Gate,1215,2.0,44.96,2.0
Yelahanka New Town,2200,2.0,180.0,2.0
Electronics City Phase 1,1028,2.0,51.0,2.0
Hegde Nagar,1835,2.0,92.0,3.0
Munnekollal,1800,3.0,65.0,3.0
1st Phase JP Nagar,2077,3.0,175.0,3.0
Sarjapur  Road,2880,3.0,211.0,4.0
Balepet,499,5.0,89.0,6.0
Dasanapura,708,2.0,31.15,2.0
Basavangudi,1200,2.0,120.0,2.0
Hosakerehalli,925,2.0,46.25,2.0
Bannerghatta Road,2826,3.0,148.0,3.0
Kanakpura Road,381 - 535,1.0,33.66,1.0
Annasandrapalya,3500,4.0,150.0,4.0
Bileshivale,5400,4.0,250.0,4.0
9th Block Jayanagar,1000,5.0,200.0,4.0
Amruthahalli,1450,2.0,90.0,3.0
Kasavanhalli,1100,2.0,65.0,2.0
Kadubeesanahalli,1185,2.0,55.0,2.0
9th Phase JP Nagar,1900,4.0,80.0,4.0
TC Palaya,1200,2.0,70.0,2.0
Shettigere,660,1.0,35.0,1.0
Ambedkar Nagar,1920,4.0,121.0,3.0
Jalahalli,1200,2.0,130.0,2.0
Sarjapur  Road,3418,,222.0,4.0
1st Phase JP Nagar,4550,2.0,240.0,4.0
Bhoganhalli,1205,2.0,68.32,2.0
Haralur Road,1200,2.0,46.0,2.0
Akshaya Nagar,1421,2.0,73.0,3.0
6th Phase JP Nagar,1250,3.0,48.9,3.0
Whitefield,524,1.0,29.0,1.0
HSR Layout,4200,5.0,245.0,5.0
Thubarahalli,1540,3.0,90.0,3.0
Sarjapur  Road,984,2.0,45.91,2.0
Rachenahalli,985,2.0,50.17,2.0
Whitefield,2830,4.0,161.0,4.0
Byrasandra,1140,2.0,60.0,2.0
5th Block Hbr Layout,3600,5.0,130.0,5.0
Begur Road,1410,2.0,44.42,3.0
Raja Rajeshwari Nagar,1700,2.0,86.0,3.0
Devanahalli,1230 - 1490,2.0,62.425,2.0
Electronic City,1800,3.0,700.0,4.0
Dasarahalli,1333,2.0,86.65,2.0
Electronic City,1258,2.0,85.5,2.0
Dodda Nekkundi Extension,1458,2.0,87.0,3.0
Electronic City,1386,2.0,85.0,2.0
Electronic City Phase II,1140,2.0,32.92,2.0
 Electronic City,550,1.0,27.0,1.0
Lakshminarayana Pura,1200,2.0,83.0,2.0
Belathur,1081,2.0,39.0,2.0
Whitefield,2135,3.0,149.0,4.0
Whitefield,2500,4.0,100.0,4.0
Pampa Extension,1178,2.0,80.0,2.0
 Devarachikkanahalli,991,2.0,40.0,2.0
Gottigere,1493,2.0,90.0,3.0
Subramanyapura,2495,3.0,130.0,3.0
Kammasandra,1080,2.0,31.99,2.0
Dasanapura,814,2.0,53.0,2.0
Electronic City,1025,2.0,50.0,2.0
Bannerghatta Road,1115,2.0,61.0,2.0
Whitefield,3075,2.0,188.0,4.0
RMC YARD,1900,3.0,162.0,7.0
Whitefield,1760,3.0,160.0,3.0
Attur Layout,4000,8.0,150.0,7.0
Marathahalli,3090,4.0,350.0,4.0
Varsova Layout,2700,4.0,295.0,4.0
Hanumanth Nagar,1175,2.0,52.86,2.0
Hebbal,4235,5.0,364.0,4.0
KR Puram,1100,2.0,45.0,2.0
Banashankari Stage VI,1200,7.0,175.0,8.0
Banashankari,1450,2.0,50.75,2.0
6th Phase JP Nagar,1810,3.0,131.0,3.0
Gunjur Palya,1426,2.0,71.0,3.0
Sector 7 HSR Layout,2400,2.0,195.0,3.0
Kalyan nagar,1100,2.0,70.0,2.0
Electronic City Phase II,650,1.0,35.0,1.0
Old Madras Road,1350,3.0,47.25,3.0
Kaikondrahalli,900,2.0,27.0,2.0
Billekahalli,1360,2.0,110.0,2.0
Yeshwanthpur,674,1.0,36.85,1.0
Whitefield,1655,3.0,110.0,3.0
Cholanayakanahalli,1300,2.0,95.0,2.0
"Panathur Road, ",936,1.0,53.0,1.0
Kaverappa Layout,1277,2.0,92.0,2.0
Gkvk Layout,1200,2.0,54.0,2.0
Hormavu,1015,2.0,39.08,2.0
Budigere,1153,2.0,60.0,2.0
Kengeri,1035,2.0,51.5,2.0
KR Puram,3300,3.0,255.0,5.0
Uttarahalli,1150,2.0,46.0,2.0
Malleshwaram,1020,2.0,80.0,2.0
Old Madras Road,3630 - 3800,6.0,212.5,4.0
8th Phase JP Nagar,1160,2.0,95.0,2.0
Bisuvanahalli,1075,2.0,31.0,3.0
Brookefield,1225,2.0,72.0,2.0
Benson Town,5000,5.0,950.0,4.0
Vivek Nagar,1600,2.0,160.0,2.0
Malleshwaram,600,1.0,90.0,2.0
Nagappa Reddy Layout,1350,3.0,60.0,3.0
Kanakpura Road,1300,3.0,69.0,3.0
Channasandra,830,2.0,36.28,2.0
Hennur Road,1155,2.0,69.18,2.0
Sarakki Nagar,3126,5.0,345.0,4.0
Jalahalli,905,2.0,55.0,2.0
Vijayanagar,1375,2.0,75.0,3.0
Rajankunte,1575,,31.11,
Electronic City,1140,2.0,33.84,2.0
Hormavu,1550,2.0,60.0,3.0
Kannamangala,957,2.0,55.0,2.0
9th Phase JP Nagar,890,2.0,45.0,2.0
KR Puram,3000,4.0,235.0,4.0
Electronic City,1070,2.0,55.0,2.0
Bendiganahalli,2400,5.0,150.0,5.0
Domlur Layout,2400,4.0,595.0,4.0
Rachenahalli,925,2.0,37.0,2.0
Kammasandra,1415,2.0,60.0,2.0
Mylasandra,500,2.0,80.0,1.0
Thanisandra,1225,2.0,37.0,2.0
Hennur Road,2000,4.0,90.0,4.0
Whitefield,840,1.0,57.0,1.0
Banashankari Stage III,1560,9.0,200.0,9.0
Thanisandra,1732,3.0,112.0,3.0
Parappana Agrahara,1200,1.0,45.0,1.0
Bhoganhalli,1260,2.0,69.9,2.0
Doddanakundi Industrial Area 2,1092,2.0,49.0,2.0
Kachanayakanahalli,827,2.0,34.0,2.0
Horamavu Banaswadi,1357,2.0,54.0,2.0
Chamrajpet,650,1.0,40.0,2.0
7th Phase JP Nagar,1370,2.0,54.79,3.0
Whitefield,1725,3.0,106.0,3.0
Jalahalli,1000,2.0,70.0,2.0
TC Palaya,1350,1.0,55.0,1.0
7th Phase JP Nagar,3200,4.0,350.0,4.0
Bellandur,1717,3.0,110.0,3.0
Kanakpura Road,700,2.0,34.0,2.0
Shanthi Pura,800,2.0,32.0,2.0
Rajaji Nagar,2367,4.0,340.0,3.0
Sonnenahalli,1415,2.0,65.0,3.0
7th Phase JP Nagar,1976,3.0,145.0,3.0
Kambipura,883,2.0,37.01,2.0
Yelahanka,700,1.0,38.0,1.0
Sarjapur,1445,3.0,50.0,3.0
Battarahalli,2082,3.0,104.0,3.0
HSR Layout,1140,2.0,46.0,2.0
Thanisandra,933,2.0,66.0,2.0
NRI Layout,800,5.0,95.5,4.0
Electronic City Phase II,1155,2.0,57.0,2.0
Whitefield,1130,2.0,36.0,2.0
Bannerghatta,1200,2.0,73.2,2.0
Basaveshwara Nagar Yelahanka,1055,2.0,43.0,2.0
Rajaji Nagar,1555,3.0,125.0,3.0
Bellandur,1420,3.0,62.0,3.0
Viviani Road,2214,3.0,350.0,3.0
Devanahalli,658,1.0,26.91,1.0
Bhoganhalli,896.9,2.0,78.74,2.0
Giri Nagar,4000,3.0,750.0,4.0
KR Puram,1035,2.0,40.0,2.0
Whitefield,2064,5.0,225.0,4.0
Keshava Nagar,1839,3.0,160.0,3.0
Begur Road,1200,2.0,44.0,2.0
Yelahanka New Town,488,1.0,20.0,1.0
Banashankari Stage II,1200,2.0,198.0,3.0
Sampangirama Nagar,2760,5.0,140.0,5.0
Gunjur Palya,993,2.0,42.0,2.0
Hoodi,1225,2.0,45.0,2.0
TC Palaya,900,2.0,55.0,2.0
Electronic City,1200,13.0,150.0,9.0
Sompura,825,2.0,32.0,2.0
Bellandur,3596,4.0,359.0,4.0
Hosahalli Extension,1350,4.0,203.0,6.0
Electronic City Phase II,1800,3.0,92.0,3.0
Shankarapuram,925,2.0,100.0,2.0
Kanakpura Road,1167,2.0,63.0,2.0
Sarjapur,1150,2.0,41.0,2.0
Byatarayanapura,650,1.0,50.0,1.0
Sarjapur  Road,675,1.0,27.0,1.0
Doctor Layout Rayasandra,2260,3.0,90.0,2.0
Anwar Layout,660 - 780,1.0,32.39,1.0
Whitefield,4800,4.0,600.0,3.0
Yelahanka New Town,1100,2.0,58.0,2.0
Pillanna Gardens,550,1.0,20.0,2.0
Uttarahalli,1330,2.0,58.0,3.0
Koramangala,1320,2.0,160.0,2.0
Ulsoor,1685,4.0,185.0,3.0
Ullal Uppanagar,2400,5.0,75.0,6.0
Banashankari,1770,3.0,108.0,3.0
Prithvi Layout,2100,3.0,125.0,3.0
Pai Layout,1000,2.0,42.0,2.0
Banashankari Stage VI,600,5.0,105.0,4.0
Ramamurthy Nagar,2916,5.0,230.0,4.0
Kanakpura Road,1419.59,2.0,65.0,3.0
Kodihalli,1400,3.0,81.0,3.0
Horamavu Agara,750,2.0,37.49,2.0
Bannerghatta,1070,2.0,87.0,2.0
Kannamangala,1536,3.0,107.0,3.0
Koramangala,1710,3.0,210.0,3.0
JP Nagar,2400,3.0,196.0,3.0
Sarjapur  Road,1618 - 1929,,102.92,3.0
Electronic City,1342,2.0,72.0,2.0
Chandra Layout,1600,3.0,130.0,3.0
Kanakapura,938,1.0,50.0,1.0
Budigere,1820,3.0,99.0,3.0
Bhoganhalli,2439,4.0,170.0,4.0
Kanakpura Road,1665,3.0,78.0,3.0
Basavangudi,1850,3.0,150.0,3.0
Bommanahalli,1091,2.0,40.0,2.0
Sarjapur  Road,1346,2.0,74.03,2.0
Rajaji Nagar,1720,3.0,224.0,3.0
Brookefield,3675,4.0,176.0,4.0
JP Nagar,1060,2.0,33.95,2.0
Whitefield,1059,2.0,57.0,2.0
Hebbal,1299,2.0,97.0,2.0
Yelahanka,1491,3.0,85.0,3.0
Basaveshwara Nagar,1200,2.0,85.0,2.0
Yelahanka,2088,5.0,110.0,4.0
Hulimavu,581,1.0,29.0,1.0
 Devarabeesana Halli,1296,2.0,70.0,2.0
Doctors Layout,1125,2.0,55.0,2.0
Electronic City,1275,3.0,70.0,3.0
Kothanur,1095,2.0,55.0,2.0
Sarjapur  Road,10000,4.0,975.0,5.0
Old Madras Road,1330,2.0,74.0,2.0
Marathahalli,1135,2.0,60.0,2.0
Whitefield,516,1.0,39.0,1.0
Doddanakundi Industrial Area 2,1194,2.0,51.0,2.0
Banaswadi,2250,5.0,240.0,5.0
Electronic City,770,1.0,38.0,2.0
Sarjapur  Road,3930,5.0,330.0,4.0
Chikkalasandra,1355,3.0,54.2,3.0
Abbigere,3000,8.0,150.0,8.0
Harlur,2569,4.0,175.0,4.0
Hebbal,3758,4.0,450.0,4.0
Whitefield,1116,2.0,51.91,2.0
Bhoganhalli,1707,3.0,115.0,3.0
AECS LAYOUT A-BLOCK Singasandra,1200,5.0,225.0,5.0
Sultan Palaya,1070,2.0,49.0,2.0
Whitefield,6000,4.0,410.0,4.0
Tumkur Road,1240,2.0,83.0,3.0
JP Nagar,1300,2.0,91.65,2.0
Ambalipura,1700,2.0,76.0,2.0
Yeshwanthpur,1383,2.0,76.18,3.0
Banashankari Stage I,3000,4.0,170.0,5.0
Electronic City,1200,2.0,34.65,2.0
Hulimavu,935,2.0,45.0,2.0
Thigalarapalya,2072,4.0,151.0,3.0
Ramanjaneyanagar,2200,3.0,225.0,4.0
Jalahalli,615,1.0,46.0,1.0
KR Puram,1116,2.0,45.0,2.0
Whitefield,1639,3.0,107.0,3.0
Marathahalli,1839,3.0,130.0,3.0
Byatarayanapura,1300,2.0,63.0,2.0
Horamavu Agara,625,1.0,27.0,1.0
Thanisandra,933,1.0,61.0,1.0
Hosur Road,2289,3.0,180.0,3.0
Ramamurthy Nagar,2316,3.0,125.0,3.0
Electronic City,1005,2.0,39.77,2.0
Horamavu Agara,1080,2.0,38.0,2.0
Munnekollal,1200,5.0,185.0,7.0
Vishwapriya Layout,910,2.0,36.0,2.0
Hormavu,1200,2.0,73.0,2.0
Electronic City,1110,2.0,39.9,2.0
Kothanur,1142,2.0,56.0,2.0
2nd Stage Nagarbhavi,4000,4.0,240.0,5.0
Hormavu,1800,3.0,204.0,3.0
AECS Layout,1005,2.0,55.0,2.0
3rd Block Banashankari,1626.6,3.0,133.0,3.0
Kothanur,1074,2.0,54.0,2.0
Basavangudi,1230,2.0,80.0,2.0
Electronic City,660,1.0,23.0,2.0
Coconut Grove Layout,1007,2.0,48.0,2.0
2nd Block Hrbr Layout,1050,6.0,74.0,4.0
Whitefield,1820,3.0,113.0,3.0
Basapura,1100,2.0,60.0,2.0
Anjappa Layout,1348,2.0,100.0,2.0
Kasavanhalli,1230,2.0,66.25,2.0
Horamavu Agara,1176,2.0,37.62,3.0
Uttarahalli,1590,3.0,57.0,3.0
Frazer Town,1200,2.0,78.0,2.0
"Off Sarjapur Road, ",1298,2.0,65.0,2.0
Hosa Road,1161,2.0,55.15,2.0
Himagiri Meadows,1350,4.0,175.0,4.0
4th Block HBR Layout,1200,5.0,138.0,5.0
Kothanur,1285,2.0,60.0,2.0
Electronic City,1644,3.0,92.59,3.0
Kasavanhalli,1819,3.0,150.0,3.0
1st Phase JP Nagar,1205,2.0,85.0,2.0
Basavangudi,2350,3.0,300.0,3.0
Uttarahalli,1050,2.0,42.0,2.0
Raja Rajeshwari Nagar,1270,2.0,62.0,2.0
9th Phase JP Nagar,1240,2.0,39.89,3.0
Jigani,1221,3.0,70.0,3.0
Hoysalanagar,840,2.0,35.0,3.0
Kanakpura Road,1339,2.0,63.0,2.0
Thigalarapalya,4303,5.0,300.0,4.0
Haralur Road,1315,2.0,85.0,2.0
Raja Rajeshwari Nagar,1250,2.0,68.0,2.0
Bisuvanahalli,850,2.0,27.0,2.0
7th Phase JP Nagar,1600,2.0,110.0,3.0
Electronic City,1250,2.0,62.0,2.0
Motappa Layout,1312,2.0,56.5,3.0
Kadugodi,3000,4.0,134.0,4.0
Electronic City Phase II,1300,2.0,28.0,2.0
Whitefield,1990,3.0,98.0,3.0
Medahalli,760,2.0,38.5,2.0
Ambedkar Nagar,5000,4.0,536.0,4.0
Kadugodi,1614,2.0,59.0,3.0
Judicial Layout,1500,3.0,162.0,4.0
Basava Nagar,1182,2.0,60.1,3.0
Avalahalli,1053,2.0,46.29,2.0
6th Phase JP Nagar,750,1.0,105.0,1.0
Gubbalala,2000,3.0,125.0,3.0
Electronic City Phase II,1940,4.0,116.0,3.0
Hennur Road,1590,3.0,105.0,3.0
Chennammana Kere,1035,2.0,52.79,2.0
Kothanur,1075,2.0,53.0,2.0
TC Palaya,900,2.0,55.0,2.0
Raja Rajeshwari Nagar,1260,2.0,62.0,3.0
Prashanth Nagar,1200,5.0,260.0,6.0
Thanisandra,1702,3.0,107.0,3.0
Bisuvanahalli,1080,2.0,65.0,3.0
Kasavanhalli,1189,2.0,45.0,2.0
Tumkur Road,1035,2.0,39.0,2.0
Hennur Road,1200,2.0,36.0,2.0
Mahalakshmi Layout,4482,6.0,852.0,8.0
Michael Palaya,1200,3.0,200.0,3.0
Kanakpura Road,1300,3.0,69.0,3.0
Yelahanka,1330,2.0,93.65,2.0
Kaggalipura,1210,2.0,65.0,3.0
